,Pickup Census Tract,Dropoff Census Tract,MONTH,DAY,Trip Seconds,Trip Miles,Fare,Tip,Additional Charges,Trip Total,PRIVATE_TRIPS,SHARED_TRIPS,Trips Pooled,TOD,TOTAL_POP_ORIGIN,TOTAL_MALE_ORIGIN,TOTAL_FEMALE_ORIGIN,AGE_5U_ORIGIN,AGE_5_9_ORIGIN,AGE_10_14_ORIGIN,AGE_15_19_ORIGIN,AGE_20_24_ORIGIN,AGE_25_34_ORIGIN,AGE_35_44_ORIGIN,AGE_45_54_ORIGIN,AGE_55_59_ORIGIN,AGE_60_64_ORIGIN,AGE_65_74_ORIGIN,AGE_75_84_ORIGIN,AGE_85P_ORIGIN,MEDIAN_AGE_ORIGIN,TOTAL_HHLDS_ORIGIN,AVG_HHLD_SIZE_ORIGIN,AVG_FAMILY_SIZE_ORIGIN,TOTAL_POP_18_24_ORIGIN,TOTAL_POP_18_24_NO_HIGH_SCHOOL_ORIGIN,TOTAL_POP_18_24_HIGH_SCHOOL_ORIGIN,TOTAL_POP_18_24_SOME_COLLEGE_ORIGIN,TOTAL_POP_18_24_SOME_BACHELORS_HIGHER_ORIGIN,TOTAL_POP_25P_ORIGIN,TOTAL_POP_25P_LESS_THAN_9TH_ORIGIN,TOTAL_POP_25P_9TH_TO_12TH_ORIGIN,TOTAL_POP_25P_HIGH_SCHOOL_ORIGIN,TOTAL_POP_25P_SOME_COLLEGE_ORIGIN,TOTAL_POP_25P_ASSOCIATES_ORIGIN,TOTAL_POP_25P_BACHELORS_ORIGIN,TOTAL_POP_25P_GRADUATE_ORIGIN,TOTAL_POP_25P_HIGH_SCHOOL_HIGHER_ORIGIN,TOTAL_POP_25P_BACHELORS_HIGHER_ORIGIN,TOTAL_HHLDS_LESS_10K_ORIGIN,TOTAL_HHLDS_10K_15K_ORIGIN,TOTAL_HHLDS_15K_25K_ORIGIN,TOTAL_HHLDS_25K_35K_ORIGIN,TOTAL_HHLDS_35K_50K_ORIGIN,TOTAL_HHLDS_50K_75K_ORIGIN,TOTAL_HHLDS_75K_100K_ORIGIN,TOTAL_HHLDS_100K_150K_ORIGIN,TOTAL_HHLDS_150K_200K_ORIGIN,TOTAL_HHLDS_200KP_ORIGIN,HHLDS_MEDIAN_INCOME_ORIGIN,HHLDS_MEAN_INCOME_ORIGIN,TOTAL_POP_DESTINATION,TOTAL_MALE_DESTINATION,TOTAL_FEMALE_DESTINATION,AGE_5U_DESTINATION,AGE_5_9_DESTINATION,AGE_10_14_DESTINATION,AGE_15_19_DESTINATION,AGE_20_24_DESTINATION,AGE_25_34_DESTINATION,AGE_35_44_DESTINATION,AGE_45_54_DESTINATION,AGE_55_59_DESTINATION,AGE_60_64_DESTINATION,AGE_65_74_DESTINATION,AGE_75_84_DESTINATION,AGE_85P_DESTINATION,MEDIAN_AGE_DESTINATION,CENSUS_TRACT_DESTINATION,TOTAL_HHLDS_DESTINATION,AVG_HHLD_SIZE_DESTINATION,AVG_FAMILY_SIZE_DESTINATION,TOTAL_POP_18_24_DESTINATION,TOTAL_POP_18_24_NO_HIGH_SCHOOL_DESTINATION,TOTAL_POP_18_24_HIGH_SCHOOL_DESTINATION,TOTAL_POP_18_24_SOME_COLLEGE_DESTINATION,TOTAL_POP_18_24_SOME_BACHELORS_HIGHER_DESTINATION,TOTAL_POP_25P_DESTINATION,TOTAL_POP_25P_LESS_THAN_9TH_DESTINATION,TOTAL_POP_25P_9TH_TO_12TH_DESTINATION,TOTAL_POP_25P_HIGH_SCHOOL_DESTINATION,TOTAL_POP_25P_SOME_COLLEGE_DESTINATION,TOTAL_POP_25P_ASSOCIATES_DESTINATION,TOTAL_POP_25P_BACHELORS_DESTINATION,TOTAL_POP_25P_GRADUATE_DESTINATION,TOTAL_POP_25P_HIGH_SCHOOL_HIGHER_DESTINATION,TOTAL_POP_25P_BACHELORS_HIGHER_DESTINATION,TOTAL_HHLDS_LESS_10K_DESTINATION,TOTAL_HHLDS_10K_15K_DESTINATION,TOTAL_HHLDS_15K_25K_DESTINATION,TOTAL_HHLDS_25K_35K_DESTINATION,TOTAL_HHLDS_35K_50K_DESTINATION,TOTAL_HHLDS_50K_75K_DESTINATION,TOTAL_HHLDS_75K_100K_DESTINATION,TOTAL_HHLDS_100K_150K_DESTINATION,TOTAL_HHLDS_150K_200K_DESTINATION,TOTAL_HHLDS_200KP_DESTINATION,HHLDS_MEDIAN_INCOME_DESTINATION,HHLDS_MEAN_INCOME_DESTINATION,ORIGIN_CENSUS_TRACT,DESTINATION_CENSUS_TRACT,TOTAL_EMP_LEHD_OD,29U_EMP_LEHD_OD,30_54_EMP_LEHD_OD,55P_EMP_LEHD_OD,1250U_EMP_LEHD_OD,1251_3333_EMP_LEHD_OD,3333P_EMP_LEHD_OD,TOTAL_EMP_RAC_ORIGIN,29U_EMP_RAC_ORIGIN,30_54_EMP_RAC_ORIGIN,55P_EMP_RAC_ORIGIN,1250U_EMP_RAC_ORIGIN,1251_3333__RAC_ORIGIN,3333P_EMP_RAC_ORIGIN,FOOD_SERVICE_EMP_RAC_ORIGIN,TOTAL_EMP_RAC_DESTINATION,29U_EMP_RAC_DESTINATION,30_54_EMP_RAC_DESTINATION,55P_EMP_RAC_DESTINATION,1250U_EMP_RAC_DESTINATION,1251_3333_EMP_RAC_DESTINATION,3333P_EMP_RAC_DESTINATION,FOOD_SERVICE_EMP_RAC_DESTINATION,TOTAL_EMP_WAC_ORIGIN,29U_EMP_WAC_ORIGIN,30_54_EMP_WAC_ORIGIN,55P_EMP_WAC_ORIGIN,1250U_EMP_WAC_ORIGIN,1251_3333__WAC_ORIGIN,333P_EMP_WAC_ORIGIN,FOOD_SERVICE_EMP_WAC_ORIGIN,TOTAL_EMP_WAC_DESTINATION,29U_EMP_WAC_DESTINATION,30_54_EMP_WAC_DESTINATION,55P_EMP_WAC_DESTINATION,1250U_EMP_WAC_DESTINATION,1251_3333__WAC_DESTINATION,3333P_EMP_WAC_DESTINATION,FOOD_SERVICE_EMP_WAC_DESTINATION
15,17031010100,17031020400,1.727272727,16.09090909,439.1818182,1.740909091,5.227272727,0,2.55,7.777272727,1,0.090909091,1.090909091,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,4236,2055,2181,265,282,311,217,202,607,521,641,166,292,457,171,104,38.8,17031020400,1669,2.53,3.24,237,0,93,110,34,2959,215,225,637,325,115,821,621,2519,1442,3,5.6,6.8,11.9,13.2,15.7,11.5,17.9,7.3,7.1,63977,63977,10100,20400,2.011188821,1.005594411,1.005594411,0,0,2.011188821,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,8572.69235,2043.367842,4637.801421,1891.523086,2176.106304,3402.931485,2993.65456,876.878326,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,4449.755267,926.1524521,2479.795816,1043.806998,857.7720322,1367.608398,2224.374836,379.1090928
16,17031010100,17031020500,1.5,19.9,718.8,2.72,5,0.1,2.04,7.14,0.2,0.8,1.9,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,6584,3262,3322,567,425,414,285,336,1570,808,759,282,284,314,410,130,32.6,17031020500,2135,2.97,3.43,446,61,149,116,120,4557,754,538,984,568,159,1021,533,3265,1554,9.2,2.9,18.1,9.8,18.6,20.6,8.4,6.6,5,0.8,41432,41432,10100,20500,2.011188821,0,1.005594411,1.005594411,0,2.011188821,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,7381.062973,1837.220988,3964.053166,1579.788819,2106.72029,2632.646167,2641.696516,796.4307732,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,2292.755256,486.7076947,1168.500705,637.5468563,749.1678359,915.0909136,628.4965066,277.5440573
17,17031010100,17031020601,2,1,822,3.1,7.5,0,2.55,10.05,1,0,1,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,6131,2822,3309,493,466,316,651,343,418,1093,612,335,501,623,224,56,39.2,17031020601,1979,3.08,3.7,637,245,124,201,67,3862,444,189,921,602,97,942,667,3229,1609,13,0,8.7,15.6,21.4,15.1,6.2,7.6,6.5,5.9,41308,41308,10100,20601,5.027972053,4.022377642,0,1.005594411,3.016783232,2.011188821,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2546.165047,597.3230799,1365.59721,583.2447581,685.815388,919.1132912,941.2363683,261.4545467,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,391.1762257,48.26853171,189.0517492,153.8559448,109.6097907,169.9454554,111.6209796,14.07832175
18,17031010100,17031020602,1,20.5,888,3.25,5,0,1.275,6.275,0,1,2.5,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,4734,2479,2255,557,384,342,199,261,883,514,443,211,282,501,123,34,30.9,17031020602,1421,3.32,3.88,344,37,90,190,27,2991,173,252,595,510,135,797,529,2566,1326,9.9,5.1,10.9,4,14.3,25.8,7.8,12.9,6.1,3.2,53234,53234,10100,20602,4.022377642,0,4.022377642,0,3.016783232,1.005594411,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1692.415393,382.125876,954.3090956,355.9804213,400.2265754,576.2055972,715.9832203,182.0125883,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,1607.945462,322.7958058,1112.187418,172.9622386,197.0965045,295.6447567,1115.204201,56.31328699
19,17031010100,17031020702,1.25,25.75,971.5,4.075,8.125,0.25,0.6375,9.0125,0.25,0.75,1.5,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,7674,3943,3731,655,835,478,375,438,1272,1037,650,615,367,707,168,77,31.8,17031020702,2343,3.19,3.77,653,151,252,186,64,4893,550,417,1310,755,377,1097,387,3926,1484,4,3.3,16.4,14.7,13.5,23.9,11.4,9.9,1.5,1.5,47063,47063,10100,20702,4.022377642,0,2.011188821,2.011188821,0,2.011188821,2.011188821,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2758.345468,647.6028004,1575.766441,534.9762264,708.9440594,1092.07553,957.3258788,332.8517499,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,742.128675,187.0405604,375.0867151,180.0013995,260.4489523,334.8629387,146.8167839,173.967833
20,17031010100,17031020801,1.8,17.4,1396.2,5.5,7.5,0,2.04,9.54,0.4,0.6,2,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,6112,3168,2944,250,286,459,352,459,866,868,934,506,318,446,252,116,38.7,17031020801,2162,2.82,3.45,653,97,111,392,53,4306,790,398,824,627,412,716,539,3118,1255,4.5,0.5,12.9,12.2,17.9,14.9,11.8,15.7,5.5,4.2,51467,51467,10100,20801,1.005594411,0,1.005594411,0,0,1.005594411,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2212.307703,478.6629394,1255.987419,477.657345,510.8419606,728.0503532,973.4153894,218.2139871,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,855.7608434,194.0797212,448.4951071,213.186015,174.9734274,376.0923095,304.6951064,67.37482551
21,17031010100,17031020802,1.4,14.8,808.4,3.08,6,2,2.54,10.54,0.4,0.6,1.8,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,7952,4094,3858,460,530,561,421,757,1438,1199,909,778,389,248,227,35,34.4,17031020802,2323,3.41,4.04,862,28,102,508,224,5223,632,282,1515,851,342,1088,513,4309,1601,5.4,6.8,12.9,12.4,16.1,10.2,14.3,13.9,4.9,3.1,48067,48067,10100,20802,1.005594411,0,1.005594411,0,1.005594411,0,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2679.909104,654.6419613,1555.654553,469.6125897,637.5468563,1072.969236,969.3930118,317.7678337,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,1600.906302,278.5496517,876.878326,445.4783239,846.7104937,608.3846184,145.8111895,167.9342666
22,17031010100,17031020901,1.333333333,15.5,864.8333333,3.216666667,6.666666667,0,1.7,8.366666667,0.333333333,0.666666667,1.666666667,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,5966,2970,2996,512,387,447,391,439,1240,762,791,276,328,320,48,25,31.3,17031020901,1871,3.18,3.81,607,96,110,336,65,3790,350,303,881,599,225,892,540,3137,1432,5.8,4.1,13,13.1,14.1,22.2,11,12.3,3.3,1.2,49901,49901,10100,20901,1.005594411,0,1.005594411,0,0,0,1.005594411,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2273.648962,589.2783246,1264.032174,420.3384636,557.0993034,924.1412633,792.4083955,287.6000014,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,323.8014002,71.39720315,190.0573436,62.34685345,146.8167839,122.6825181,54.30209817,16.08951057
23,17031010100,17031020902,2,7,1309,3.4,7.5,0,2.55,10.05,0,1,2,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,4680,2201,2479,283,266,185,237,262,927,538,560,497,295,310,202,118,37.7,17031020902,1616,2.57,3.46,347,46,98,159,44,3447,536,242,1038,482,281,593,275,2669,868,9.6,7.2,14.4,12.6,21.9,14.4,7.9,7.1,4.1,0.8,37405,37405,10100,20902,4.022377642,0,0,4.022377642,0,4.022377642,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1820.125883,374.0811207,975.4265782,470.6181841,483.6909115,737.1007029,599.3342687,223.2419591,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,1484.25735,440.4503518,787.3804235,256.4265747,390.1706313,853.7496546,240.3370641,38.2125876
24,17031010100,17031030101,1.142857143,11.42857143,557.2857143,2.685714286,6.25,0.285714286,2.542857143,9.078571429,0.857142857,0.285714286,1.285714286,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,3768,1880,1888,267,256,27,84,100,876,649,478,223,246,314,204,44,38.3,17031030101,1947,1.93,2.85,102,0,32,24,46,3034,117,97,730,422,171,935,562,2820,1497,7.4,5.8,13.3,10.5,15,22.3,9.2,9.3,2.3,4.9,48927,48927,10100,30101,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,2056.44057,513.8587438,1140.344062,402.2377642,408.2713307,681.7930103,966.3762285,221.2307703,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,388.1594425,119.6657349,186.034966,82.45874166,99.55384664,186.034966,102.5706299,45.25174847
25,17031010100,17031030102,2,10,616.5,2.65,6.25,3.5,1.275,11.025,0.5,0.5,1,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,2703,1438,1265,65,24,13,14,233,834,395,346,162,257,230,72,58,38.1,17031030102,1768,1.49,2.35,240,0,13,166,61,2354,25,37,249,471,215,932,425,2292,1357,9.7,6.6,16.1,4.8,18.4,19.5,9.3,8.7,3.2,3.9,45086,45086,10100,30102,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1744.706302,411.2881139,972.409795,361.0083934,338.8853164,546.0377649,859.783221,222.2363647,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,483.6909115,115.6433572,260.4489523,107.5986019,104.5818187,200.1132877,178.9958051,129.721679
26,17031010100,17031030103,1.5,17,468.5,2.075,6.25,0.5,2.55,9.3,1,0,1,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,2252,1071,1181,91,0,34,381,503,446,235,216,127,70,115,26,8,27.6,17031030103,916,1.65,2.75,866,0,139,660,67,1243,9,33,69,223,54,483,372,1201,855,11.2,3.8,9.8,9.7,16.9,19,7.3,11.8,6.3,4,49103,49103,10100,30103,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1128.276929,273.5216797,641.5692339,213.186015,225.253148,385.1426592,517.8811214,147.8223783,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,364.0251766,117.654546,170.9510498,75.41958079,120.6713293,101.5650355,141.7888119,53.29650376
27,17031010100,17031030104,1,21,723,2.7,2.5,0,2.55,5.05,0,1,3,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,3569,1386,2183,22,0,27,1121,774,565,147,287,136,110,256,64,60,22.6,17031030104,1072,1.85,2.88,1829,0,429,1243,157,1625,70,86,230,279,78,503,379,1469,882,14.2,7.2,13.1,11.6,13,13.3,13.5,3.7,10,0.5,37586,37586,10100,30104,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1188.612593,297.6559455,630.5076954,260.4489523,241.3426585,384.1370648,563.1328699,147.8223783,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,98.54825223,26.14545467,46.25734289,26.14545467,43.24055965,27.15104908,28.1566435,33.18461555
28,17031010100,17031030200,1.545454545,16.18181818,584.6363636,2.227272727,6.477272727,0.590909091,2.086363636,9.154545455,0.818181818,0.363636364,1.636363636,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,5444,2763,2681,198,207,156,255,514,917,767,842,357,570,421,108,132,41.4,17031030200,2505,2.15,2.95,615,39,58,326,192,4114,130,190,395,673,227,1184,1315,3794,2499,6.9,2.6,9.2,5.6,15.8,16,10.8,17.4,7,8.8,65810,65810,10100,30200,1.005594411,0,1.005594411,0,0,1.005594411,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,6709.325907,1511.408399,3829.303515,1368.613993,1548.615392,2009.177632,3151.532883,638.5524507,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,3648.296521,804.4755284,1954.875534,888.9454589,1141.349656,1140.344062,1366.602804,378.1034984
29,17031010100,17031030300,1.333333333,7.333333333,525.3333333,2.433333333,5,0.833333333,2.55,8.383333333,1.333333333,0,1.333333333,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,3464,1827,1637,213,176,242,151,149,672,625,372,225,179,275,142,43,36.1,17031030300,1482,2.34,3.27,183,17,89,31,46,2533,260,117,742,383,122,649,260,2156,909,12.7,9.3,11.2,12.1,18.1,7.2,11.3,7.2,5.2,5.8,38427,38427,10100,30300,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,7057.261573,1548.615392,3711.648969,1796.997212,1861.355254,2318.900711,2877.005609,612.406996,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,5451.3273,1223.808398,2811.641972,1415.87693,1597.889518,2114.765045,1738.672736,458.5510512
30,17031010100,17031030400,2,6.333333333,807.1111111,3.055555556,7.5,0.666666667,1.416666667,9.583333333,1,0.666666667,2.333333333,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,2582,1266,1316,145,91,83,69,95,633,398,384,170,133,211,131,39,40.4,17031030400,1307,1.98,2.96,133,7,38,51,37,2099,84,152,189,327,107,762,478,1863,1240,9.6,5,11.8,11.3,11.3,14.2,14.9,7.8,7,7,50781,50781,10100,30400,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,6184.405625,1373.641965,3479.35666,1331.407,1496.324483,1938.786024,2749.295118,524.9202823,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,3238.014002,768.2741297,1563.699308,906.0405639,1194.64616,1088.053152,955.31469,327.8237778
31,17031010100,17031030500,1.4,14,659.6,3.12,7,0.2,2.04,9.24,0.6,0.4,1.2,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,6428,3398,3030,180,232,105,56,313,1868,1314,1048,338,266,539,91,78,38.6,17031030500,2918,2.16,2.96,336,93,26,56,161,5542,361,336,801,554,314,1669,1507,4845,3176,1.3,3.5,3.9,2.8,12.6,20.1,15,20,9.9,10.8,79414,79414,10100,30500,4.022377642,0,4.022377642,0,0,4.022377642,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,5645.407021,1192.634971,3295.332883,1157.439167,1175.539866,1660.236372,2809.630783,599.3342687,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,1684.370638,381.1202816,848.7216825,454.5286736,416.316086,701.9048986,566.1496531,172.9622386
32,17031010100,17031030601,1,20.5,1077.5,4.35,6.25,1,2.55,9.8,0.5,0.5,2,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,3956,2130,1826,167,170,154,97,202,970,411,621,244,197,399,184,140,40.1,17031030601,1976,1.9,2.73,251,19,64,118,50,3166,286,301,624,378,97,818,662,2579,1480,8.2,4.6,14.5,15.4,14,15.4,10.3,10.6,5.1,1.8,41675,41675,10100,30601,1.005594411,0,1.005594411,0,1.005594411,0,0,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,4859.032192,1227.830775,2562.254558,1068.946858,1286.155251,1501.352455,2071.524486,496.7636388,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,2654.769244,674.7538495,1291.183223,688.8321712,941.2363683,799.4475564,914.0853192,221.2307703
33,17031010100,17031030603,1.5,7,570.5,2.95,7.5,0,2.525,10.025,1,0,1,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,2258,1118,1140,89,84,92,40,87,735,445,307,58,143,147,0,31,35,17031030603,1415,1.6,2.6,107,0,47,8,52,1866,16,75,495,254,122,475,429,1775,904,15.6,11.3,10.1,14,14,14.4,5,7.2,4,4.4,34415,34415,10100,30603,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1308.278328,401.2321698,687.8265768,219.2195815,287.6000014,529.9482544,490.7300723,189.0517492,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,191.062938,54.30209817,107.5986019,29.16223791,60.33566463,106.5930075,24.13426585,83.46433608
34,17031010100,17031030604,1.333333333,13.33333333,592.6666667,2.9,7.5,0.666666667,2.533333333,10.7,1,0,1,1,4522,2301,2221,384,253,240,51,431,845,761,552,543,210,192,18,42,35.3,2316,1.89,3,466,0,133,163,170,3163,26,314,533,729,78,916,567,2823,1483,20.5,4.8,13.1,10.4,8.5,12.3,10.4,13.8,3.8,2.5,37985,37985,3344,1864,1480,246,23,33,45,112,914,511,386,159,225,487,150,53,40.8,17031030604,2129,1.57,2.66,126,0,0,56,70,2885,59,88,297,757,91,961,632,2738,1593,14,9.5,15.1,11.4,7.5,19.9,5.9,8.1,5.4,3.3,35096,35096,10100,30604,,,,,,,,20193.34136,4746.405618,10800.08397,4646.851771,5129.537088,7446.42661,7617.37766,1667.275533,1718.560848,388.1594425,963.3594453,367.0419598,345.9244772,525.9258767,846.7104937,182.0125883,9079.511933,1994.093716,4582.493729,2502.924488,2668.847566,3633.212605,2777.451762,713.9720315,104.5818187,19.1062938,52.29090935,33.18461555,21.11748262,29.16223791,54.30209817,0
